date,amount,description,key,Status
2025-02-26,7371.89,insurance payout - reynolds-peters,,Only in ERP
2025-01-02,265.59,travel expense mcguire ltd,,Only in ERP
2025-01-17,5608.07,"insurance payout ortiz, jenkins and jimenez",,Only in ERP
2025-03-31,3501.38,"vendor txn smith, brown and johnson",,Only in ERP
2025-01-29,334.28,"salary txn stephens, chapman and gardner",,Only in ERP
2025-03-06,5631.36,bank charges torres inc,,Only in ERP
2025-02-09,4514.57,service fee francis llc,,Only in ERP
2025-02-05,7544.9,"service fee warner, hart and parker",,Only in ERP
2025-03-01,2119.83,"insurance payout compton, brooks and velazquez",,Only in ERP
2025-02-26,5614.15,customer refund carlson-byrd,,Only in ERP
2025-01-22,1703.47,"salary txn reed, meadows and woodard",,Only in ERP
2025-02-24,6892.37,equipment purchase lamb-white,,Only in ERP
2025-03-14,9837.72,service fee moore-white,,Only in ERP
2025-01-24,287.48,bank charges - mata-smith,,Only in ERP
2025-01-14,4674.23,"office rent lester, martinez and ward",,Only in ERP
2025-03-24,9576.65,customer refund quinn llc,,Only in ERP
2025-01-01,9067.99,invoice txn young plc,,Only in ERP
2025-01-07,6090.44,equipment purchase - richards-hansen,,Only in ERP
2025-02-13,3575.13,office rent davis-ryan,,Only in ERP
2025-01-31,8659.6,"office rent adams, hodges and kennedy",,Only in ERP
2025-03-05,7495.44,office rent hernandez llc,,Only in ERP
2025-01-30,5386.71,travel expense valdez-clark,,Only in ERP
2025-02-28,9507.52,bank charges pearson-gutierrez,,Only in ERP
2025-03-09,3945.79,insurance payout graham-brown,,Only in ERP
2025-03-29,5221.86,"office rent jones, martinez and hogan",,Only in ERP
2025-03-22,630.75,bank charges macdonald-escobar,,Only in ERP
2025-01-21,3801.75,"office rent - smith, perez and rogers",,Only in ERP
2025-01-04,3256.89,salary txn glass-hale,,Only in ERP
2025-01-23,663.11,customer refund vazquez-sherman,,Only in ERP
2025-01-31,5831.3,invoice payment - white and sons,,Only in ERP
2025-03-28,6019.07,"bank charges mendez, banks and cooper",,Only in ERP
2025-01-03,5214.61,salary txn moore group,,Only in ERP
2025-01-13,2424.52,customer refund cooley plc,,Only in ERP
2025-02-06,4747.03,equipment purchase lewis-spears,,Only in ERP
2025-01-19,2042.3,salary txn quinn-jensen,,Only in ERP
2025-03-13,7450.93,"equipment purchase - klein, gutierrez and martinez",,Only in ERP
2025-01-04,8362.49,insurance payout hinton llc,,Only in ERP
2025-03-19,6715.07,bank charges - mcclain plc,,Only in ERP
2025-01-17,964.24,service fee malone-vega,,Only in ERP
2025-03-31,7576.8,service fee bass-nixon,,Only in ERP
2025-02-03,8365.62,"equipment purchase reed, marshall and english",,Only in ERP
2025-03-14,2992.15,office rent - kelly-thornton,,Only in ERP
2025-03-28,8088.46,invoice txn gay-johnson,,Only in ERP
2025-03-25,3386.05,vendor txn sharp plc,,Only in ERP
2025-01-02,5914.9,invoice payment - cherry-turner,,Only in ERP
2025-01-28,9684.47,salary txn adams-herrera,,Only in ERP
2025-01-02,4637.03,"insurance payout levy, gibson and perkins",,Only in ERP
2025-02-09,423.68,salary txn banks-silva,,Only in ERP
2025-03-22,5008.44,"insurance payout joseph, morris and monroe",,Only in ERP
2025-03-18,432.41,insurance payout weeks-young,,Only in ERP
2025-03-31,4699.77,equipment purchase - hall-novak,,Only in ERP
2025-03-12,5156.98,"insurance payout patterson, roberts and martin",,Only in ERP
2025-03-24,1769.5,insurance payout holmes group,,Only in ERP
2025-01-19,3864.05,"salary txn nguyen, ruiz and medina",,Only in ERP
2025-03-20,6835.95,"vendor payment - white, miller and fields",,Only in ERP
2025-03-04,2607.81,"salary txn rodriguez, torres and williams",,Only in ERP
2025-02-20,3212.42,travel expense roberts group,,Only in ERP
2025-03-29,8859.41,travel expense cameron ltd,,Only in ERP
2025-01-31,4256.27,insurance payout king-harper,,Only in ERP
2025-02-14,2319.8,"vendor txn costa, kelly and santos",,Only in ERP
2025-01-31,6835.39,"insurance payout - trevino, madden and robertson",,Only in ERP
2025-03-29,3539.51,"vendor payment - brooks, wright and johnson",,Only in ERP
2025-02-06,2180.81,insurance payout turner group,,Only in ERP
2025-03-14,7866.62,insurance payout miller-williams,,Only in ERP
2025-02-25,6350.71,travel expense ware-williams,,Only in ERP
2025-02-12,3441.26,service fee gonzalez-salas,,Only in ERP
2025-03-21,5387.82,service fee martin inc,,Only in ERP
2025-01-03,2681.77,"salary txn owens, blackburn and green",,Only in ERP
2025-01-16,2752.1,"customer refund - kennedy, perez and sexton",,Only in ERP
2025-03-22,1061.92,invoice txn mejia-charles,,Only in ERP
2025-03-10,4787.84,salary txn jones-livingston,,Only in ERP
2025-01-22,8857.06,"equipment purchase fox, mueller and green",,Only in ERP
2025-03-15,124.48,vendor txn myers-jones,,Only in ERP
2025-01-28,5875.11,invoice txn watson plc,,Only in ERP
2025-02-04,7498.43,bank charges chavez plc,,Only in ERP
2025-02-18,7969.48,bank charges fletcher inc,,Only in ERP
2025-01-18,218.37,"salary txn sanders, nichols and pugh",,Only in ERP
2025-01-18,2554.27,"vendor txn romero, torres and lawson",,Only in ERP
2025-01-03,9525.76,"equipment purchase - lynch, morales and riley",,Only in ERP
2025-03-13,8776.96,"bank charges - cook, rodriguez and cisneros",,Only in ERP
2025-02-15,1083.61,bank charges pope-weiss,,Only in ERP
2025-01-12,4423.45,"vendor txn hurley, holder and ruiz",,Only in ERP
2025-03-01,2783.84,vendor txn lucero plc,,Only in ERP
2025-01-05,6179.66,insurance payout farley ltd,,Only in ERP
2025-03-09,2957.84,"equipment purchase villarreal, lopez and rivas",,Only in ERP
2025-01-31,4513.21,"service fee norman, bell and smith",,Only in ERP
2025-03-09,878.61,travel expense benson group,,Only in ERP
2025-01-30,5925.56,invoice txn lee-robinson,,Only in ERP
2025-01-03,7252.19,service fee - sheppard-williams,,Only in ERP
2025-03-11,3607.44,travel expense hamilton-hernandez,,Only in ERP
2025-03-10,8620.63,"vendor payment - mitchell, holland and burnett",,Only in ERP
2025-02-07,2683.81,bank charges obrien-smith,,Only in ERP
2025-03-11,9199.61,salary txn meyers-fuller,,Only in ERP
2025-01-24,2857.6,salary txn turner-holmes,,Only in ERP
2025-03-29,3869.25,office rent warren llc,,Only in ERP
2025-01-11,1649.67,service fee - richardson group,,Only in ERP
2025-03-04,833.41,"invoice txn wells, hodges and hinton",,Only in ERP
2025-01-31,3087.47,"office rent riley, elliott and hoover",,Only in ERP
2025-03-31,3091.68,service fee jackson plc,,Only in ERP
2025-03-28,7212.24,"office rent - cunningham, martinez and hall",,Only in ERP
2025-03-07,4985.81,invoice txn palmer-holland,,Only in ERP
2025-03-14,1752.13,"office rent hall, lee and romero",,Only in ERP
2025-03-29,9498.87,"customer refund - sexton, leach and mitchell",,Only in ERP
2025-01-09,3513.54,vendor txn clayton-martin,,Only in ERP
2025-02-19,8968.03,service fee luna-cortez,,Only in ERP
2025-01-22,8421.01,"office rent pineda, escobar and kelley",,Only in ERP
2025-03-14,671.59,equipment purchase butler inc,,Only in ERP
2025-01-21,1658.36,"insurance payout - henson, walsh and ross",,Only in ERP
2025-01-26,8083.81,"bank charges webb, stewart and bass",,Only in ERP
2025-03-17,3712.13,office rent - thomas-sanders,,Only in ERP
2025-01-05,993.55,salary txn chaney plc,,Only in ERP
2025-02-05,8113.36,invoice txn collins llc,,Only in ERP
2025-02-25,8234.69,service fee esparza plc,,Only in ERP
2025-02-11,9161.03,salary txn gomez-jackson,,Only in ERP
2025-02-10,9218.28,insurance payout austin-jackson,,Only in ERP
2025-01-24,7712.82,service fee smith-peters,,Only in ERP
2025-03-30,2439.4,vendor txn johnson-irwin,,Only in ERP
2025-02-01,1547.81,bank charges robinson and sons,,Only in ERP
2025-02-05,827.96,"customer refund moss, hamilton and smith",,Only in ERP
2025-02-27,8709.24,service fee davis-lopez,,Only in ERP
2025-02-09,6872.01,"vendor payment - harper, green and hodge",,Only in ERP
2025-04-01,2175.52,travel expense hamilton-palmer,,Only in ERP
2025-02-22,3349.79,"vendor payment - johnson, boone and morgan",,Only in ERP
2025-03-19,1162.28,bank charges jones group,,Only in ERP
2025-02-24,9966.65,customer refund riley-choi,,Only in ERP
2025-03-05,7731.66,customer refund - joseph-cunningham,,Only in ERP
2025-02-17,5198.3,"vendor txn smith, smith and phillips",,Only in ERP
2025-01-09,8804.78,bank charges juarez plc,,Only in ERP
2025-01-29,6109.94,bank charges welch-smith,,Only in ERP
2025-03-01,3137.38,"service fee richardson, arroyo and williams",,Only in ERP
2025-02-22,1461.17,"salary txn bryant, moore and hodges",,Only in ERP
2025-01-10,5302.52,"customer refund - mahoney, johnson and lee",,Only in ERP
2025-02-12,8656.04,"bank charges - lawrence, johnston and holloway",,Only in ERP
2025-02-24,9681.08,"customer refund - webster, smith and escobar",,Only in ERP
2025-01-18,5181.15,equipment purchase doyle-hurst,,Only in ERP
2025-03-18,8988.33,"equipment purchase clarke, shields and johnson",,Only in ERP
2025-01-23,3365.06,"equipment purchase salas, young and kelly",,Only in ERP
2025-03-04,5551.36,bank charges simmons inc,,Only in ERP
2025-02-28,9907.94,equipment purchase huffman and sons,,Only in ERP
2025-03-03,3553.15,travel expense davis llc,,Only in ERP
2025-01-25,8066.04,insurance payout steele-clark,,Only in ERP
2025-02-06,7969.87,vendor payment - taylor inc,,Only in ERP
2025-02-21,3580.2,"service fee - snyder, hill and craig",,Only in ERP
2025-02-09,6673.2,"bank charges bowman, chavez and mason",,Only in ERP
2025-03-26,3862.72,insurance payout hensley-short,,Only in ERP
2025-02-10,4801.44,invoice txn rollins and sons,,Only in ERP
2025-03-23,1608.59,"office rent walker, alvarez and rose",,Only in ERP
2025-02-08,3581.3,insurance payout - george-mason,,Only in ERP
2025-02-13,3187.71,"equipment purchase - andersen, velez and jensen",,Only in ERP
2025-01-07,4041.58,salary transfer - weaver-mcintyre,,Only in ERP
2025-02-07,3648.79,"service fee parrish, chan and taylor",,Only in ERP
2025-03-02,4537.92,"bank charges randolph, watson and cohen",,Only in ERP
2025-02-27,8982.36,"equipment purchase silva, stafford and mercado",,Only in ERP
2025-02-06,298.77,"travel expense - adams, campbell and phillips",,Only in ERP
2025-03-26,4947.44,office rent king-levy,,Only in ERP
2025-01-01,5368.9,service fee roberson ltd,,Only in ERP
2025-03-14,5679.7,insurance payout yang-pierce,,Only in ERP
2025-01-10,316.94,insurance payout collins group,,Only in ERP
2025-03-25,1002.87,vendor txn austin group,,Only in ERP
2025-01-04,555.31,invoice txn pena and sons,,Only in ERP
2025-01-24,3721.35,"salary txn patel, harris and barrera",,Only in ERP
2025-01-13,8528.29,vendor payment - thomas inc,,Only in ERP
2025-03-01,7569.01,insurance payout horton ltd,,Only in ERP
2025-01-16,9495.21,"equipment purchase lynch, buck and mann",,Only in ERP
2025-01-14,5945.88,invoice payment - hale llc,,Only in ERP
2025-03-03,106.77,insurance payout brown ltd,,Only in ERP
2025-03-30,3571.25,insurance payout williams inc,,Only in ERP
2025-02-09,5770.08,customer refund - edwards-bell,,Only in ERP
2025-01-20,4453.65,equipment purchase rangel plc,,Only in ERP
2025-01-10,5961.77,"salary txn warner, sims and johnson",,Only in ERP
2025-01-18,4826.8,"salary txn yu, west and mata",,Only in ERP
2025-03-27,6569.21,vendor txn ramirez llc,,Only in ERP
2025-01-10,7100.98,invoice payment - meyer llc,,Only in ERP
2025-03-28,7432.61,customer refund lynch inc,,Only in ERP
2025-01-25,8383.3,equipment purchase walker-miller,,Only in ERP
2025-02-10,1801.54,"insurance payout bowman, glass and williamson",,Only in ERP
2025-03-24,4338.85,insurance payout - anderson-mcintyre,,Only in ERP
2025-03-07,4721.47,travel expense wilcox-martin,,Only in ERP
2025-02-01,3081.4,invoice txn james-edwards,,Only in ERP
2025-01-04,6377.82,"equipment purchase knight, williams and davis",,Only in ERP
2025-02-15,5136.68,"vendor txn huff, clark and castillo",,Only in ERP
2025-01-08,4085.95,bank charges gutierrez-clark,,Only in ERP
2025-03-09,3665.23,equipment purchase - rose-nguyen,,Only in ERP
2025-03-08,6059.99,customer refund - weber inc,,Only in ERP
2025-02-17,4022.82,"invoice txn becker, rhodes and nicholson",,Only in ERP
2025-04-01,9142.96,service fee johnson plc,,Only in ERP
2025-01-15,1018.18,vendor txn reyes llc,,Only in ERP
2025-01-12,4031.0,invoice txn day ltd,,Only in ERP
2025-02-08,943.29,"salary txn watkins, henry and burke",,Only in ERP
2025-01-31,6344.47,"customer refund gonzalez, miller and baker",,Only in ERP
2025-03-19,4289.07,salary txn martin ltd,,Only in ERP
2025-01-05,8968.07,travel expense - savage llc,,Only in ERP
2025-02-07,1240.22,"invoice txn marquez, ortiz and gonzales",,Only in ERP
2025-02-01,6962.44,"bank charges shepard, grant and mccoy",,Only in ERP
2025-01-27,4357.69,"salary txn williams, brooks and baker",,Only in ERP
2025-03-10,3830.57,office rent - clements-moody,,Only in ERP
2025-02-27,6843.22,"insurance payout aguilar, riggs and mccann",,Only in ERP
2025-01-20,3400.28,"insurance payout fitzpatrick, rose and pearson",,Only in ERP
2025-03-29,9409.6,office rent - gould-henry,,Only in ERP
2025-03-09,9777.05,invoice txn jordan ltd,,Only in ERP
2025-03-02,9748.09,"vendor payment - king, evans and taylor",,Only in ERP
2025-02-11,9398.45,vendor payment - contreras-mccoy,,Only in ERP
2025-02-09,4634.62,invoice txn castillo inc,,Only in ERP
2025-03-23,8926.59,equipment purchase barr group,,Only in ERP
2025-02-12,255.02,"salary txn campbell, serrano and carter",,Only in ERP
2025-03-24,2845.38,customer refund - figueroa group,,Only in ERP
2025-03-13,6433.96,office rent - romero-johnson,,Only in ERP
2025-01-30,7573.94,vendor payment - rice plc,,Only in ERP
2025-03-14,7150.31,service fee jones inc,,Only in ERP
2025-02-06,6659.58,"service fee bowman, smith and conway",,Only in ERP
2025-01-01,9435.31,"equipment purchase wilson, cox and lopez",,Only in ERP
2025-01-22,7354.45,bank charges ford inc,,Only in ERP
2025-01-04,1207.49,bank charges alvarez-sanders,,Only in ERP
2025-01-28,5106.76,"bank charges doyle, allen and davis",,Only in ERP
2025-01-03,9648.74,office rent - brown inc,,Only in ERP
2025-03-19,3798.89,customer refund cherry and sons,,Only in ERP
2025-01-16,8739.93,"insurance payout - owen, wong and jones",,Only in ERP
2025-03-07,5977.29,equipment purchase torres inc,,Only in ERP
2025-01-18,6012.74,office rent - maldonado-davenport,,Only in ERP
2025-01-28,9022.6,insurance payout rocha-daniels,,Only in ERP
2025-01-19,8327.36,"vendor txn donaldson, gallagher and george",,Only in ERP
2025-03-04,9137.01,"office rent - proctor, smith and cortez",,Only in ERP
2025-02-12,4458.21,service fee meyers-parker,,Only in ERP
2025-03-04,329.45,service fee james-davenport,,Only in ERP
2025-01-29,6402.52,"insurance payout ward, rodgers and preston",,Only in ERP
2025-02-18,3379.27,"vendor txn webb, jones and whitehead",,Only in ERP
2025-01-20,1890.38,insurance payout gould and sons,,Only in ERP
2025-03-12,7273.39,salary txn bowman group,,Only in ERP
2025-01-20,1728.92,"customer refund nicholson, gonzalez and brown",,Only in ERP
2025-03-26,8706.74,equipment purchase drake-turner,,Only in ERP
2025-01-01,7392.52,"travel expense silva, watson and arnold",,Only in ERP
2025-03-30,9199.69,office rent thompson-smith,,Only in ERP
2025-01-18,8742.72,invoice txn taylor plc,,Only in ERP
2025-02-16,7046.18,customer refund smith-evans,,Only in ERP
2025-03-02,9049.35,salary txn wong plc,,Only in ERP
2025-01-14,8202.39,salary transfer - oneill-perez,,Only in ERP
2025-01-17,765.61,bank charges johnson inc,,Only in ERP
2025-02-23,3455.42,equipment purchase - carroll-ramsey,,Only in ERP
2025-02-10,3274.59,"salary txn ward, mitchell and hill",,Only in ERP
2025-02-10,2925.61,invoice txn cardenas group,,Only in ERP
2025-02-05,6008.89,office rent estrada-mcdonald,,Only in ERP
2025-02-20,5115.44,customer refund cunningham-franklin,,Only in ERP
2025-03-01,597.16,"salary txn watson, colon and hill",,Only in ERP
2025-03-29,4506.16,invoice txn beck llc,,Only in ERP
2025-02-04,7273.39,customer refund hernandez-arellano,,Only in ERP
2025-02-02,2601.55,office rent - quinn-williams,,Only in ERP
2025-02-14,7301.05,"office rent frey, harris and snyder",,Only in ERP
2025-03-01,9094.19,travel expense nelson-brewer,,Only in ERP
2025-03-19,7713.16,"insurance payout middleton, benson and sloan",,Only in ERP
2025-03-29,8607.49,service fee hawkins-wilson,,Only in ERP
2025-01-13,3811.64,"invoice payment - nicholson, smith and martinez",,Only in ERP
2025-03-06,498.52,"invoice txn ortega, douglas and mitchell",,Only in ERP
2025-01-12,6580.42,travel expense reed-andersen,,Only in ERP
2025-04-01,4744.19,insurance payout guerrero-serrano,,Only in ERP
2025-03-16,7228.12,"travel expense parker, scott and lester",,Only in ERP
2025-03-28,8975.61,"bank charges donovan, mclean and alexander",,Only in ERP
2025-01-18,7164.56,"equipment purchase french, jackson and anderson",,Only in ERP
2025-03-13,4812.45,"invoice txn sanchez, chan and bennett",,Only in ERP
2025-02-24,3510.84,vendor txn fisher and sons,,Only in ERP
2025-02-25,5366.14,salary transfer - gentry plc,,Only in ERP
2025-01-18,5706.58,service fee morris llc,,Only in ERP
2025-02-01,6508.06,"equipment purchase king, hill and malone",,Only in ERP
2025-01-16,5229.21,"travel expense smith, garcia and blake",,Only in ERP
2025-03-12,1566.13,office rent conley-lopez,,Only in ERP
2025-03-04,8178.63,customer refund roberson-guzman,,Only in ERP
2025-03-31,293.37,insurance payout potts-schmitt,,Only in ERP
2025-01-13,6843.8,office rent sanchez group,,Only in ERP
2025-02-16,5815.79,vendor txn anderson-jones,,Only in ERP
2025-01-08,3920.78,service fee - montgomery-miller,,Only in ERP
2025-03-23,8217.63,vendor txn rivera plc,,Only in ERP
2025-03-29,7255.51,salary txn vasquez llc,,Only in ERP
2025-03-07,4624.19,insurance payout - herrera-yates,,Only in ERP
2025-02-10,765.03,invoice txn durham and sons,,Only in ERP
2025-03-04,5237.74,equipment purchase dennis-humphrey,,Only in ERP
2025-01-06,3005.08,invoice txn friedman-rivera,,Only in ERP
2025-01-21,8234.45,salary txn jones-lawrence,,Only in ERP
2025-01-31,3533.42,"bank charges carroll, goodwin and moreno",,Only in ERP
2025-01-02,1329.95,office rent - moody-thomas,,Only in ERP
2025-03-06,2725.48,bank charges jimenez and sons,,Only in ERP
2025-02-26,6970.91,equipment purchase - bradley-garcia,,Only in ERP
2025-01-01,7586.18,travel expense ramirez-baker,,Only in ERP
2025-01-12,9060.27,"bank charges hicks, lambert and robinson",,Only in ERP
2025-01-16,2561.7,salary txn lowery plc,,Only in ERP
2025-03-10,3638.59,insurance payout - rowland ltd,,Only in ERP
2025-03-14,7848.09,bank charges lee plc,,Only in ERP
2025-01-08,3161.97,office rent collins-cherry,,Only in ERP
2025-01-18,5624.92,service fee skinner-kennedy,,Only in ERP
2025-03-15,4939.4,customer refund rice-garrett,,Only in ERP
2025-03-04,6991.11,office rent fox llc,,Only in ERP
2025-02-21,4218.3,vendor txn bell-rodriguez,,Only in ERP
2025-03-14,1638.93,travel expense mendoza-brooks,,Only in ERP
2025-01-07,191.74,insurance payout hall and sons,,Only in ERP
2025-01-05,5768.45,"vendor txn ross, lee and lewis",,Only in ERP
2025-02-12,6270.27,"service fee - price, cervantes and cooper",,Only in ERP
2025-01-19,9753.32,"service fee mitchell, hill and white",,Only in ERP
2025-02-23,716.43,service fee hill-jones,,Only in ERP
2025-01-26,9957.37,"office rent hendricks, jones and meyer",,Only in ERP
2025-03-18,3947.53,service fee cannon-shields,,Only in ERP
2025-01-21,3194.57,bank charges burch inc,,Only in ERP
2025-01-04,6233.51,customer refund morales-hill,,Only in ERP
2025-03-30,5043.1,travel expense charles group,,Only in ERP
2025-03-15,3790.8,customer refund davis llc,,Only in ERP
2025-03-19,2901.69,vendor payment - smith llc,,Only in ERP
2025-01-18,7549.21,insurance payout haynes inc,,Only in ERP
2025-01-29,2743.86,office rent hood-collins,,Only in ERP
2025-03-01,5845.26,"invoice txn carson, torres and richards",,Only in ERP
2025-01-21,831.23,bank charges berg ltd,,Only in ERP
2025-02-15,5586.78,"insurance payout stout, ramos and rivers",,Only in ERP
2025-01-27,8707.79,bank charges webb-hart,,Only in ERP
2025-03-15,4779.44,"equipment purchase mitchell, flores and cox",,Only in ERP
2025-01-25,9226.49,"customer refund marks, garcia and baker",,Only in ERP
2025-03-16,9512.78,"travel expense jones, pitts and willis",,Only in ERP
2025-03-23,5125.86,"salary txn graham, walker and jones",,Only in ERP
2025-04-01,2898.91,"equipment purchase williams, alvarado and lucas",,Only in ERP
2025-02-22,8839.51,equipment purchase nicholson-padilla,,Only in ERP
2025-02-12,3278.48,vendor txn hernandez-cooke,,Only in ERP
2025-03-31,1614.61,office rent - rich inc,,Only in ERP
2025-03-20,9981.69,travel expense crawford llc,,Only in ERP
2025-03-19,7477.2,travel expense jacobs ltd,,Only in ERP
2025-02-07,6722.88,salary txn butler-smith,,Only in ERP
2025-02-02,2113.03,vendor txn ford and sons,,Only in ERP
2025-01-19,2541.61,"customer refund soto, wilson and young",,Only in ERP
2025-01-16,1866.89,"customer refund reyes, goodwin and smith",,Only in ERP
2025-02-05,1896.74,insurance payout hampton and sons,,Only in ERP
2025-03-06,4936.47,"invoice txn cox, bennett and price",,Only in ERP
2025-02-12,3582.92,"equipment purchase nunez, gill and dickerson",,Only in ERP
2025-03-28,3173.15,salary txn chen llc,,Only in ERP
2025-02-09,6993.45,service fee alvarado-mckinney,,Only in ERP
2025-02-11,9151.87,bank charges hunter llc,,Only in ERP
2025-02-23,7911.86,vendor txn lawrence ltd,,Only in ERP
2025-01-16,7240.71,"bank charges lloyd, reynolds and daniel",,Only in ERP
2025-03-17,1046.21,"office rent ochoa, williams and obrien",,Only in ERP
2025-03-18,772.81,salary txn hartman-barton,,Only in ERP
2025-03-28,7269.75,service fee knight-pope,,Only in ERP
2025-01-14,6379.42,travel expense king plc,,Only in ERP
2025-01-15,711.4,"customer refund jennings, smith and garcia",,Only in ERP
2025-01-17,2815.68,invoice txn smith-alexander,,Only in ERP
2025-03-18,5352.51,equipment purchase smith-watkins,,Only in ERP
2025-03-04,6304.81,travel expense schmidt-ayala,,Only in ERP
2025-01-27,7941.45,salary transfer - ortega-wiggins,,Only in ERP
2025-03-24,725.85,equipment purchase wilson llc,,Only in ERP
2025-03-14,6776.57,"salary txn goodman, brown and rodriguez",,Only in ERP
2025-02-05,3135.57,salary txn johnson llc,,Only in ERP
2025-01-20,1462.24,travel expense graham inc,,Only in ERP
2025-03-03,5078.22,customer refund wilson-williams,,Only in ERP
2025-01-30,2802.06,"equipment purchase - hill, scott and montgomery",,Only in ERP
2025-02-11,2985.34,equipment purchase carr-wilson,,Only in ERP
2025-02-17,9540.57,"equipment purchase lynch, cook and hubbard",,Only in ERP
2025-02-03,4551.0,office rent taylor inc,,Only in ERP
2025-03-27,7606.61,salary transfer - gonzalez-brown,,Only in ERP
2025-02-18,4369.84,bank charges green group,,Only in ERP
2025-01-09,8105.67,"equipment purchase jones, allen and mclaughlin",,Only in ERP
2025-03-12,7413.0,invoice payment - raymond plc,,Only in ERP
2025-01-30,8235.85,bank charges burke ltd,,Only in ERP
2025-03-12,1335.78,service fee foster-thomas,,Only in ERP
2025-03-05,2758.51,travel expense baker inc,,Only in ERP
2025-02-16,9550.63,"office rent wise, serrano and perez",,Only in ERP
2025-03-28,8170.29,office rent horton inc,,Only in ERP
2025-03-03,1066.47,equipment purchase odonnell inc,,Only in ERP
2025-01-03,1513.52,insurance payout - whitaker-daniels,,Only in ERP
2025-01-22,2474.67,customer refund bass-barrett,,Only in ERP
2025-03-08,6108.58,salary txn hodges-gonzalez,,Only in ERP
2025-03-15,2338.98,service fee smith plc,,Only in ERP
2025-02-09,7907.24,invoice txn stewart-lynch,,Only in ERP
2025-03-12,9408.24,insurance payout gonzalez ltd,,Only in ERP
2025-02-17,3782.93,vendor txn calhoun-turner,,Only in ERP
2025-03-20,6782.27,customer refund turner-sparks,,Only in ERP
2025-01-10,2366.57,vendor txn becker-white,,Only in ERP
2025-03-07,3682.1,bank charges solis-hester,,Only in ERP
2025-03-21,3207.76,"vendor txn hodges, aguilar and hughes",,Only in ERP
2025-01-17,5448.13,"office rent lucas, yang and phelps",,Only in ERP
2025-03-09,125.43,invoice payment - shannon plc,,Only in ERP
2025-01-31,2177.79,insurance payout howard llc,,Only in ERP
2025-03-20,8168.56,customer refund peters group,,Only in ERP
2025-03-25,6746.29,"customer refund - bryant, cooper and wood",,Only in ERP
2025-02-17,7637.33,vendor txn giles-williams,,Only in ERP
2025-03-12,9349.51,customer refund cummings ltd,,Only in ERP
2025-03-12,3317.99,"equipment purchase - smith, payne and johnson",,Only in ERP
2025-02-25,6484.58,bank charges logan and sons,,Only in ERP
2025-01-28,9377.88,vendor txn lewis-boone,,Only in ERP
2025-03-19,6386.29,customer refund rodriguez-charles,,Only in ERP
2025-03-25,3241.11,"customer refund green, fuller and jordan",,Only in ERP
2025-03-23,9800.0,office rent simmons llc,,Only in ERP
2025-03-21,911.64,"insurance payout hood, black and underwood",,Only in ERP
2025-03-21,1926.07,"service fee - mitchell, dawson and murphy",,Only in ERP
2025-01-15,8238.94,"service fee murray, hernandez and mason",,Only in ERP
2025-03-12,6049.89,insurance payout hopkins-ewing,,Only in ERP
2025-01-09,1487.34,"travel expense thomas, vance and flynn",,Only in ERP
2025-02-27,212.82,salary txn foster-nguyen,,Only in ERP
2025-01-15,825.28,salary transfer - anderson-hernandez,,Only in ERP
2025-01-19,538.92,"customer refund leach, mueller and smith",,Only in ERP
2025-02-22,4723.54,invoice txn hayes-lindsey,,Only in ERP
2025-01-11,7977.21,service fee - brown-bush,,Only in ERP
2025-02-20,2619.13,"invoice txn hickman, butler and morris",,Only in ERP
2025-03-02,9130.03,bank charges - olson-wyatt,,Only in ERP
2025-01-01,3752.3,"travel expense - krause, gonzalez and oliver",,Only in ERP
2025-01-27,6588.84,service fee summers and sons,,Only in ERP
2025-01-20,5790.58,"service fee atkinson, robinson and moore",,Only in ERP
2025-03-25,1963.57,insurance payout matthews-vasquez,,Only in ERP
2025-03-06,4784.54,office rent - barry-woodard,,Only in ERP
2025-02-10,9344.14,bank charges - baker-perry,,Only in ERP
2025-03-17,3061.63,"service fee medina, hull and hernandez",,Only in ERP
2025-03-10,9026.79,"bank charges - coleman, martin and anderson",,Only in ERP
2025-01-08,7299.71,"customer refund - thompson, pruitt and gordon",,Only in ERP
2025-03-13,9748.01,insurance payout harris llc,,Only in ERP
2025-01-26,6064.38,"service fee peterson, cook and bennett",,Only in ERP
2025-02-19,9641.91,customer refund marquez and sons,,Only in ERP
2025-01-13,8754.48,"equipment purchase hernandez, hernandez and oneal",,Only in ERP
2025-02-23,2282.36,"insurance payout roberts, park and schneider",,Only in ERP
2025-03-26,1500.14,"bank charges chapman, mclean and dixon",,Only in ERP
2025-01-12,4753.1,service fee burke-thompson,,Only in ERP
2025-02-09,9959.68,vendor txn mitchell llc,,Only in ERP
2025-02-13,8431.97,"service fee fisher, banks and baker",,Only in ERP
2025-03-30,8907.04,"insurance payout jackson, underwood and roberts",,Only in ERP
2025-01-23,3702.59,travel expense - fernandez-phillips,,Only in ERP
2025-01-07,3151.76,invoice payment - hawkins plc,,Only in ERP
2025-03-19,4798.44,insurance payout mitchell-garcia,,Only in ERP
2025-02-08,7490.94,bank charges - lawson group,,Only in ERP
2025-02-20,3878.03,"equipment purchase - tran, lopez and villa",,Only in ERP
2025-02-02,2235.86,invoice payment - little-turner,,Only in ERP
2025-01-14,204.42,travel expense lewis-mccarthy,,Only in ERP
2025-03-27,1117.66,"customer refund king, cook and gross",,Only in ERP
2025-02-09,9315.18,bank charges - russell-burns,,Only in ERP
2025-03-24,5000.2,"equipment purchase - riley, leach and crawford",,Only in ERP
